x,y,id,timestamp
358.0,383.0,3-1,2023-01-23 09:04:53.387486
376.0,373.0,3-1,2023-01-23 09:04:53.390468
401.0,356.0,3-1,2023-01-23 09:04:53.394358
403.0,353.0,3-1,2023-01-23 09:04:53.395971
323.0,478.0,2-1,2023-01-23 09:04:53.433708
329.0,470.0,2-1,2023-01-23 09:04:53.439063
332.0,468.0,2-1,2023-01-23 09:04:53.441461
333.0,469.0,2-1,2023-01-23 09:04:53.448981
331.0,470.0,2-1,2023-01-23 09:04:53.460004
332.0,470.0,2-1,2023-01-23 09:04:53.464412
332.0,469.0,2-1,2023-01-23 09:04:53.470630
332.0,469.0,2-1,2023-01-23 09:04:53.476145
331.0,469.0,2-1,2023-01-23 09:04:53.482387
332.0,469.0,2-1,2023-01-23 09:04:53.488304
337.0,397.0,3-1,2023-01-23 09:04:53.496614
348.0,388.0,3-1,2023-01-23 09:04:53.505589
358.0,383.0,3-1,2023-01-23 09:04:53.512246
376.0,373.0,3-1,2023-01-23 09:04:53.520049
401.0,356.0,3-1,2023-01-23 09:04:53.535894
403.0,353.0,3-1,2023-01-23 09:04:53.541610
414.0,351.0,3-1,2023-01-23 09:04:53.546507
323.0,478.0,2-1,2023-01-23 09:04:53.600138
329.0,470.0,2-1,2023-01-23 09:04:53.603618
332.0,468.0,2-1,2023-01-23 09:04:53.612116
333.0,469.0,2-1,2023-01-23 09:04:53.623306
331.0,470.0,2-1,2023-01-23 09:04:53.625528
332.0,470.0,2-1,2023-01-23 09:04:53.628259
332.0,469.0,2-1,2023-01-23 09:04:53.636116
332.0,469.0,2-1,2023-01-23 09:04:53.643291
331.0,469.0,2-1,2023-01-23 09:04:53.650853
332.0,469.0,2-1,2023-01-23 09:04:53.656835
332.0,469.0,2-1,2023-01-23 09:04:53.676547
337.0,397.0,3-2,2023-01-23 09:04:53.680629
348.0,388.0,3-2,2023-01-23 09:04:53.686968
358.0,383.0,3-2,2023-01-23 09:04:53.692295
376.0,373.0,3-2,2023-01-23 09:04:53.711919
401.0,356.0,3-2,2023-01-23 09:04:53.717467
403.0,353.0,3-2,2023-01-23 09:04:53.741262
414.0,351.0,3-2,2023-01-23 09:04:53.755187
420.0,346.0,3-2,2023-01-23 09:04:53.761826
323.0,478.0,2-1,2023-01-23 09:04:53.787573
329.0,470.0,2-1,2023-01-23 09:04:53.792357
332.0,468.0,2-1,2023-01-23 09:04:53.806253
333.0,469.0,2-1,2023-01-23 09:04:53.810704
331.0,470.0,2-1,2023-01-23 09:04:53.831769
332.0,470.0,2-1,2023-01-23 09:04:53.847053
332.0,469.0,2-1,2023-01-23 09:04:53.849034
332.0,469.0,2-1,2023-01-23 09:04:53.867137
331.0,469.0,2-1,2023-01-23 09:04:53.869282
332.0,469.0,2-1,2023-01-23 09:04:53.873131
332.0,469.0,2-1,2023-01-23 09:04:53.879115
332.0,470.0,2-1,2023-01-23 09:04:53.880994
337.0,397.0,3-2,2023-01-23 09:04:53.888065
348.0,388.0,3-2,2023-01-23 09:04:53.891612
358.0,383.0,3-2,2023-01-23 09:04:53.895610
376.0,373.0,3-2,2023-01-23 09:04:53.897529
401.0,356.0,3-2,2023-01-23 09:04:53.903573
403.0,353.0,3-2,2023-01-23 09:04:53.906940
414.0,351.0,3-2,2023-01-23 09:04:53.914202
420.0,346.0,3-2,2023-01-23 09:04:53.915326
434.0,341.0,3-2,2023-01-23 09:04:53.924266
323.0,478.0,2-1,2023-01-23 09:04:53.957045
329.0,470.0,2-1,2023-01-23 09:04:53.977691
332.0,468.0,2-1,2023-01-23 09:04:53.984609
333.0,469.0,2-1,2023-01-23 09:04:53.992887
331.0,470.0,2-1,2023-01-23 09:04:54.002716
332.0,470.0,2-1,2023-01-23 09:04:54.009991
332.0,469.0,2-1,2023-01-23 09:04:54.014017
332.0,469.0,2-1,2023-01-23 09:04:54.029821
331.0,469.0,2-1,2023-01-23 09:04:54.036839
332.0,469.0,2-1,2023-01-23 09:04:54.040944
332.0,469.0,2-1,2023-01-23 09:04:54.046753
332.0,470.0,2-1,2023-01-23 09:04:54.055303
332.0,470.0,2-1,2023-01-23 09:04:54.062864
337.0,397.0,3-2,2023-01-23 09:04:54.073322
348.0,388.0,3-2,2023-01-23 09:04:54.081139
358.0,383.0,3-2,2023-01-23 09:04:54.088109
376.0,373.0,3-2,2023-01-23 09:04:54.093060
401.0,356.0,3-2,2023-01-23 09:04:54.096810
403.0,353.0,3-2,2023-01-23 09:04:54.109359
414.0,351.0,3-2,2023-01-23 09:04:54.120421
420.0,346.0,3-2,2023-01-23 09:04:54.127240
434.0,341.0,3-2,2023-01-23 09:04:54.136791
451.0,334.0,3-2,2023-01-23 09:04:54.150908
323.0,478.0,2-1,2023-01-23 09:04:54.206662
329.0,470.0,2-1,2023-01-23 09:04:54.228619
332.0,468.0,2-1,2023-01-23 09:04:54.231669
333.0,469.0,2-1,2023-01-23 09:04:54.235167
331.0,470.0,2-1,2023-01-23 09:04:54.238745
332.0,470.0,2-1,2023-01-23 09:04:54.241846
332.0,469.0,2-1,2023-01-23 09:04:54.274644
332.0,469.0,2-1,2023-01-23 09:04:54.284136
331.0,469.0,2-1,2023-01-23 09:04:54.290159
332.0,469.0,2-1,2023-01-23 09:04:54.310021
332.0,469.0,2-1,2023-01-23 09:04:54.321310
332.0,470.0,2-1,2023-01-23 09:04:54.331002
332.0,470.0,2-1,2023-01-23 09:04:54.336144
332.0,470.0,2-1,2023-01-23 09:04:54.354032
337.0,397.0,3-2,2023-01-23 09:04:54.369234
348.0,388.0,3-2,2023-01-23 09:04:54.380097
358.0,383.0,3-2,2023-01-23 09:04:54.390099
376.0,373.0,3-2,2023-01-23 09:04:54.399720
401.0,356.0,3-2,2023-01-23 09:04:54.419612
403.0,353.0,3-2,2023-01-23 09:04:54.423530
414.0,351.0,3-2,2023-01-23 09:04:54.429462
420.0,346.0,3-2,2023-01-23 09:04:54.434734
434.0,341.0,3-2,2023-01-23 09:04:54.452061
451.0,334.0,3-2,2023-01-23 09:04:54.469348
468.0,330.0,3-2,2023-01-23 09:04:54.477207
323.0,478.0,2-2,2023-01-23 09:04:54.506424
329.0,470.0,2-2,2023-01-23 09:04:54.509230
332.0,468.0,2-2,2023-01-23 09:04:54.515853
333.0,469.0,2-2,2023-01-23 09:04:54.530504
331.0,470.0,2-2,2023-01-23 09:04:54.552747
332.0,470.0,2-2,2023-01-23 09:04:54.567908
332.0,469.0,2-2,2023-01-23 09:04:54.576935
332.0,469.0,2-2,2023-01-23 09:04:54.599201
331.0,469.0,2-2,2023-01-23 09:04:54.609732
332.0,469.0,2-2,2023-01-23 09:04:54.619528
332.0,469.0,2-2,2023-01-23 09:04:54.636526
332.0,470.0,2-2,2023-01-23 09:04:54.648665
332.0,470.0,2-2,2023-01-23 09:04:54.655822
332.0,470.0,2-2,2023-01-23 09:04:54.672002
333.0,470.0,2-2,2023-01-23 09:04:54.683670
333.0,472.0,2-2,2023-01-23 09:04:54.707411
337.0,397.0,3-2,2023-01-23 09:04:54.718674
348.0,388.0,3-2,2023-01-23 09:04:54.730086
358.0,383.0,3-2,2023-01-23 09:04:54.744217
376.0,373.0,3-2,2023-01-23 09:04:54.752394
401.0,356.0,3-2,2023-01-23 09:04:54.762967
403.0,353.0,3-2,2023-01-23 09:04:54.776952
414.0,351.0,3-2,2023-01-23 09:04:54.784376
420.0,346.0,3-2,2023-01-23 09:04:54.793003
434.0,341.0,3-2,2023-01-23 09:04:54.794909
451.0,334.0,3-2,2023-01-23 09:04:54.797397
468.0,330.0,3-2,2023-01-23 09:04:54.800181
482.0,325.0,3-2,2023-01-23 09:04:54.824106
486.0,308.0,3-2,2023-01-23 09:04:54.835289
323.0,478.0,2-2,2023-01-23 09:04:54.870684
329.0,470.0,2-2,2023-01-23 09:04:54.876279
332.0,468.0,2-2,2023-01-23 09:04:54.880841
333.0,469.0,2-2,2023-01-23 09:04:54.885618
331.0,470.0,2-2,2023-01-23 09:04:54.895469
332.0,470.0,2-2,2023-01-23 09:04:54.901098
332.0,469.0,2-2,2023-01-23 09:04:54.905115
332.0,469.0,2-2,2023-01-23 09:04:54.912225
331.0,469.0,2-2,2023-01-23 09:04:54.915836
332.0,469.0,2-2,2023-01-23 09:04:54.919333
332.0,469.0,2-2,2023-01-23 09:04:54.953741
332.0,470.0,2-2,2023-01-23 09:04:54.985599
332.0,470.0,2-2,2023-01-23 09:04:54.988398
332.0,470.0,2-2,2023-01-23 09:04:55.006970
333.0,470.0,2-2,2023-01-23 09:04:55.027549
333.0,472.0,2-2,2023-01-23 09:04:55.031755
332.0,470.0,2-2,2023-01-23 09:04:55.047106
332.0,470.0,2-2,2023-01-23 09:04:55.049919
337.0,397.0,3-2,2023-01-23 09:04:55.053495
348.0,388.0,3-2,2023-01-23 09:04:55.071394
358.0,383.0,3-2,2023-01-23 09:04:55.079247
376.0,373.0,3-2,2023-01-23 09:04:55.083679
401.0,356.0,3-2,2023-01-23 09:04:55.098257
403.0,353.0,3-2,2023-01-23 09:04:55.108158
414.0,351.0,3-2,2023-01-23 09:04:55.130803
420.0,346.0,3-2,2023-01-23 09:04:55.139474
434.0,341.0,3-2,2023-01-23 09:04:55.159674
451.0,334.0,3-2,2023-01-23 09:04:55.169553
468.0,330.0,3-2,2023-01-23 09:04:55.213418
482.0,325.0,3-2,2023-01-23 09:04:55.227894
486.0,308.0,3-2,2023-01-23 09:04:55.235402
526.0,320.0,3-2,2023-01-23 09:04:55.242012
540.0,319.0,3-2,2023-01-23 09:04:55.254375
323.0,478.0,2-2,2023-01-23 09:04:55.289676
329.0,470.0,2-2,2023-01-23 09:04:55.313676
332.0,468.0,2-2,2023-01-23 09:04:55.322566
333.0,469.0,2-2,2023-01-23 09:04:55.333403
331.0,470.0,2-2,2023-01-23 09:04:55.337040
332.0,470.0,2-2,2023-01-23 09:04:55.348455
332.0,469.0,2-2,2023-01-23 09:04:55.356732
332.0,469.0,2-2,2023-01-23 09:04:55.371240
331.0,469.0,2-2,2023-01-23 09:04:55.413000
332.0,469.0,2-2,2023-01-23 09:04:55.415253
332.0,469.0,2-2,2023-01-23 09:04:55.427394
332.0,470.0,2-2,2023-01-23 09:04:55.449451
332.0,470.0,2-2,2023-01-23 09:04:55.455651
332.0,470.0,2-2,2023-01-23 09:04:55.462108
333.0,470.0,2-2,2023-01-23 09:04:55.472686
333.0,472.0,2-2,2023-01-23 09:04:55.480247
332.0,470.0,2-2,2023-01-23 09:04:55.487075
332.0,470.0,2-2,2023-01-23 09:04:55.501893
332.0,470.0,2-2,2023-01-23 09:04:55.506654
333.0,469.0,2-2,2023-01-23 09:04:55.521400
337.0,397.0,3-2,2023-01-23 09:04:55.526409
348.0,388.0,3-2,2023-01-23 09:04:55.537847
358.0,383.0,3-2,2023-01-23 09:04:55.551696
376.0,373.0,3-2,2023-01-23 09:04:55.556268
401.0,356.0,3-2,2023-01-23 09:04:55.566846
403.0,353.0,3-2,2023-01-23 09:04:55.581062
414.0,351.0,3-2,2023-01-23 09:04:55.586928
420.0,346.0,3-2,2023-01-23 09:04:55.603597
434.0,341.0,3-2,2023-01-23 09:04:55.637562
451.0,334.0,3-2,2023-01-23 09:04:55.640624
468.0,330.0,3-2,2023-01-23 09:04:55.656082
482.0,325.0,3-2,2023-01-23 09:04:55.677686
486.0,308.0,3-2,2023-01-23 09:04:55.681949
526.0,320.0,3-2,2023-01-23 09:04:55.687723
540.0,319.0,3-2,2023-01-23 09:04:55.717830
557.0,324.0,3-2,2023-01-23 09:04:55.738013
583.0,334.0,3-2,2023-01-23 09:04:55.746119
323.0,478.0,2-2,2023-01-23 09:04:55.807956
329.0,470.0,2-2,2023-01-23 09:04:55.816223
332.0,468.0,2-2,2023-01-23 09:04:55.822262
333.0,469.0,2-2,2023-01-23 09:04:55.840711
331.0,470.0,2-2,2023-01-23 09:04:55.844933
332.0,470.0,2-2,2023-01-23 09:04:55.851262
332.0,469.0,2-2,2023-01-23 09:04:55.866677
332.0,469.0,2-2,2023-01-23 09:04:55.870648
331.0,469.0,2-2,2023-01-23 09:04:55.877252
332.0,469.0,2-2,2023-01-23 09:04:55.893821
332.0,469.0,2-2,2023-01-23 09:04:55.897093
332.0,470.0,2-2,2023-01-23 09:04:55.902334
332.0,470.0,2-2,2023-01-23 09:04:55.938608
332.0,470.0,2-2,2023-01-23 09:04:55.946191
333.0,470.0,2-2,2023-01-23 09:04:55.948960
333.0,472.0,2-2,2023-01-23 09:04:55.958671
332.0,470.0,2-2,2023-01-23 09:04:55.963706
332.0,470.0,2-2,2023-01-23 09:04:55.969211
332.0,470.0,2-2,2023-01-23 09:04:55.981734
333.0,469.0,2-2,2023-01-23 09:04:55.986562
332.0,470.0,2-2,2023-01-23 09:04:55.992135
333.0,470.0,2-2,2023-01-23 09:04:56.029463
332.0,470.0,2-2,2023-01-23 09:04:56.032480
337.0,397.0,3-2,2023-01-23 09:04:56.034643
348.0,388.0,3-2,2023-01-23 09:04:56.048402
358.0,383.0,3-2,2023-01-23 09:04:56.051099
376.0,373.0,3-2,2023-01-23 09:04:56.055491
401.0,356.0,3-2,2023-01-23 09:04:56.059031
403.0,353.0,3-2,2023-01-23 09:04:56.061587
414.0,351.0,3-2,2023-01-23 09:04:56.064900
420.0,346.0,3-2,2023-01-23 09:04:56.067390
434.0,341.0,3-2,2023-01-23 09:04:56.070837
451.0,334.0,3-2,2023-01-23 09:04:56.073503
468.0,330.0,3-2,2023-01-23 09:04:56.077773
482.0,325.0,3-2,2023-01-23 09:04:56.079813
486.0,308.0,3-2,2023-01-23 09:04:56.084813
526.0,320.0,3-2,2023-01-23 09:04:56.087516
540.0,319.0,3-2,2023-01-23 09:04:56.090553
557.0,324.0,3-2,2023-01-23 09:04:56.094341
583.0,334.0,3-2,2023-01-23 09:04:56.097424
593.0,338.0,3-2,2023-01-23 09:04:56.100713
607.0,348.0,3-2,2023-01-23 09:04:56.102850
622.0,362.0,3-2,2023-01-23 09:04:56.104852
323.0,478.0,2-2,2023-01-23 09:04:56.131664
329.0,470.0,2-2,2023-01-23 09:04:56.134049
332.0,468.0,2-2,2023-01-23 09:04:56.153990
333.0,469.0,2-2,2023-01-23 09:04:56.158781
331.0,470.0,2-2,2023-01-23 09:04:56.188630
332.0,470.0,2-2,2023-01-23 09:04:56.195226
332.0,469.0,2-2,2023-01-23 09:04:56.221690
332.0,469.0,2-2,2023-01-23 09:04:56.227672
331.0,469.0,2-2,2023-01-23 09:04:56.232185
332.0,469.0,2-2,2023-01-23 09:04:56.235916
332.0,469.0,2-2,2023-01-23 09:04:56.241216
332.0,470.0,2-2,2023-01-23 09:04:56.248839
332.0,470.0,2-2,2023-01-23 09:04:56.253343
332.0,470.0,2-2,2023-01-23 09:04:56.282275
333.0,470.0,2-2,2023-01-23 09:04:56.301582
333.0,472.0,2-2,2023-01-23 09:04:56.305472
332.0,470.0,2-2,2023-01-23 09:04:56.310607
332.0,470.0,2-2,2023-01-23 09:04:56.317489
332.0,470.0,2-2,2023-01-23 09:04:56.321879
333.0,469.0,2-2,2023-01-23 09:04:56.330236
332.0,470.0,2-2,2023-01-23 09:04:56.334295
333.0,470.0,2-2,2023-01-23 09:04:56.342122
332.0,470.0,2-2,2023-01-23 09:04:56.346651
333.0,469.0,2-2,2023-01-23 09:04:56.351683
333.0,470.0,2-2,2023-01-23 09:04:56.358022
333.0,470.0,2-2,2023-01-23 09:04:56.362847
337.0,397.0,3-2,2023-01-23 09:04:56.425980
348.0,388.0,3-2,2023-01-23 09:04:56.433621
358.0,383.0,3-2,2023-01-23 09:04:56.444173
376.0,373.0,3-2,2023-01-23 09:04:56.452553
401.0,356.0,3-2,2023-01-23 09:04:56.455925
403.0,353.0,3-2,2023-01-23 09:04:56.471316
414.0,351.0,3-2,2023-01-23 09:04:56.483377
420.0,346.0,3-2,2023-01-23 09:04:56.494921
